node_num,node_name,node_type,outgoing_weight,incoming_weight,total_weight
143,AXIN1,gene,0.0,0.0,0.0
144,AXIN2,gene,0.0,0.0,0.0
145,AZI2,gene,0.0,0.0,0.0
146,BAD,gene,0.87235629,0.9832440238999999,1.8556003139
147,BAG4,gene,0.0,0.0,0.0
148,BAMBI,gene,0.0,0.0,0.0
149,BAX,gene,0.290671658,3.3402701519999995,3.6309418099999995
150,BBC3,gene,0.227253204,0.0,0.227253204
151,BCAR1,gene,0.0,0.256994668,0.256994668
152,BCL10,gene,2.783792931,0.0,2.783792931
153,BCL2,gene,2.170428146,34.415464609,36.585892754999996
154,BCL2A1,gene,0.0,0.6756747288,0.6756747288
155,BCL2L1,gene,0.6308166399999999,3.4561389237999998,4.0869555638
156,BCL2L11,gene,0.0,0.0,0.0
157,BCL3,gene,0.452180978,0.315347464,0.767528442
158,BCL6,gene,0.0,0.0,0.0
159,BDKRB1,gene,0.0,0.0,0.0
160,BDKRB2,gene,0.0,0.0,0.0
